tag_id,index,year,month,day,AM91,AM91,AM91,AM93,AM93,AM93,AM99,AM99,AM99
,,,,,latitude,longitude,temperature,latitude,longitude,temperature,latitude,longitude,temperature
163,300,2008,6,8,-24.278055,31.665856041666668,23.8125,-24.279355217391302,31.664024347826086,24.043478260869566,-24.263743023255813,31.667616976744185,23.837209302325583
164,301,2008,6,9,-24.294448333333335,31.684294374999997,21.854166666666668,-24.333515000000002,31.679036666666665,21.583333333333332,-24.30881642857143,31.651250714285712,22.30952380952381
165,302,2008,6,10,-24.280630000000002,31.671353125,22.333333333333332,-24.375175263157896,31.692226842105267,24.105263157894736,-24.349045652173913,31.683500217391305,21.804347826086957
166,303,2008,6,11,-24.270671250000003,31.667346666666663,23.354166666666668,-24.30519166666667,31.6565875,21.416666666666668,-24.312703555555558,31.705901555555556,22.533333333333335
167,304,2008,6,12,-24.278161875,31.677082708333334,24.25,-24.282351666666667,31.672373333333336,23.75,-24.29011108695652,31.752632608695652,24.73913043478261
168,305,2008,6,13,-24.27184791666667,31.668572916666665,25.520833333333332,-24.273046470588238,31.669112352941177,24.11764705882353,-24.277756818181818,31.695521818181817,26.0
169,306,2008,6,14,-24.279572083333335,31.68667333333333,25.375,-24.280235,31.685670000000002,24.583333333333332,-24.260876666666665,31.684055208333334,24.458333333333332
170,307,2008,6,15,-24.26288375,31.672251250000002,25.354166666666668,-24.261028636363633,31.668469545454546,25.59090909090909,-24.244241162790697,31.690275813953487,23.209302325581394
171,308,2008,6,16,-24.270925625,31.68649875,26.270833333333332,-24.270214545454543,31.68352636363636,25.727272727272727,-24.22132085106383,31.713151702127657,25.76595744680851
172,309,2008,6,17,-24.269595,31.663417083333332,25.3125,-24.277946923076925,31.665848076923076,22.115384615384617,-24.21034377777778,31.715384666666665,24.844444444444445
173,310,2008,6,18,-24.292181041666666,31.679193541666667,25.979166666666668,-24.2924308,31.6703364,23.6,-24.239363170731707,31.721461951219514,24.926829268292682
174,311,2008,6,19,-24.280999166666664,31.667728541666666,22.333333333333332,-24.285171875,31.666796875,20.9375,-24.28549,31.756095128205132,22.666666666666668
175,312,2008,6,20,-24.298277872340428,31.651504042553192,23.5531914893617,-24.30259,31.654700967741938,23.06451612903226,-24.282058095238096,31.710820952380953,23.404761904761905
176,313,2008,6,21,-24.25930347826087,31.65795347826087,26.456521739130434,-24.2635725,31.656892499999998,25.166666666666668,-24.258118749999998,31.672581458333337,25.020833333333332
177,314,2008,6,22,-24.269961249999998,31.68317479166667,26.125,-24.272409666666665,31.684828666666665,25.566666666666666,-24.233093695652176,31.69269130434783,24.67391304347826
178,315,2008,6,23,-24.298295208333332,31.698659583333335,25.1875,-24.302141111111112,31.70023925925926,24.703703703703702,-24.242062826086958,31.685736956521737,24.543478260869566
179,316,2008,6,24,-24.347796250000002,31.686300625,25.791666666666668,-24.342715,31.683802291666666,25.25,-24.223093414634146,31.70224268292683,26.073170731707318
180,317,2008,6,25,-24.37630348837209,31.72654558139535,26.046511627906977,-24.377447749999998,31.72395375,23.775,-24.202366458333334,31.700058124999998,25.354166666666668
181,318,2008,6,26,-24.357977291666668,31.765082500000002,24.75,-24.357195833333336,31.765142083333334,23.895833333333332,-24.221230208333335,31.675961875,23.854166666666668
182,319,2008,6,27,-24.300340416666668,31.75795583333333,24.0,-24.31109653846154,31.764020384615385,19.53846153846154,-24.220577083333335,31.676973541666666,23.854166666666668
183,320,2008,6,28,-24.27056979166667,31.67419645833333,23.958333333333332,-24.271504999999998,31.67847857142857,24.0,-24.231869574468085,31.661712765957446,23.148936170212767
184,321,2008,6,29,-24.27034425531915,31.678254468085107,23.829787234042552,-24.268823571428573,31.67739142857143,22.071428571428573,-24.24477782608696,31.651411739130435,23.630434782608695
185,322,2008,6,30,-24.275109166666667,31.67107916666667,24.25,-24.27324,31.66984875,24.458333333333332,-24.26363652173913,31.68709,23.608695652173914
186,323,2008,7,1,-24.282561875,31.67659,23.875,-24.283547777777777,31.676774444444447,23.166666666666668,-24.244039375,31.677428125000002,22.8125
187,324,2008,7,2,-24.26985,31.66725104166667,23.104166666666668,-24.273964799999998,31.668986,20.88,-24.218410652173915,31.702484565217393,23.73913043478261
188,325,2008,7,3,-24.283064999999997,31.675804375,24.75,-24.28494052631579,31.677824210526314,25.210526315789473,-24.200863181818182,31.676330909090908,25.40909090909091
189,326,2008,7,4,-24.261266250000002,31.666565000000002,25.083333333333332,-24.261859411764707,31.665092941176475,26.0,-24.18405888888889,31.69931488888889,25.244444444444444
190,327,2008,7,5,-24.26562791666667,31.683989999999998,25.979166666666668,-24.2716875,31.689220000000002,25.583333333333332,-24.19170229166667,31.682822708333333,26.020833333333332
191,328,2008,7,6,-24.280325625,31.71314375,23.604166666666668,-24.272795,31.7148745,20.8,-24.18772170212766,31.701735319148934,22.23404255319149
192,329,2008,7,7,-24.28022770833333,31.749526458333335,23.208333333333332,-24.28012375,31.749394375,22.6875,-24.193253913043478,31.721718913043475,22.434782608695652
193,330,2008,7,8,-24.27497191489362,31.757451489361703,25.382978723404257,-24.27308095238095,31.756766190476192,20.952380952380953,-24.210274893617022,31.71093425531915,24.617021276595743
194,331,2008,7,9,-24.271398958333332,31.73348208333333,27.5,-24.277585,31.704895000000004,27.833333333333332,-24.187670454545454,31.71166159090909,28.522727272727273
195,332,2008,7,10,-24.269443541666664,31.703054166666664,25.333333333333332,-24.278748235294117,31.711348823529413,23.88235294117647,-24.207453863636363,31.68468681818182,25.386363636363637
196,333,2008,7,11,-24.278692916666667,31.716454583333334,22.5,-24.28546461538462,31.701842307692306,21.0,-24.239273695652173,31.670891521739133,22.91304347826087
197,334,2008,7,12,-24.278975833333334,31.719736666666666,22.520833333333332,-24.281736666666664,31.6712725,22.0,-24.260734545454547,31.710849999999997,22.84090909090909
198,335,2008,7,13,-24.281655208333333,31.695656875,20.041666666666668,-24.266076,31.682788666666667,20.4,-24.28330152173913,31.693475869565216,20.282608695652176
199,336,2008,7,14,-24.284591458333335,31.70988625,23.645833333333332,-24.27241588235294,31.713380588235296,22.58823529411765,-24.270347777777776,31.670815777777776,24.68888888888889
200,337,2008,7,15,-24.2659475,31.713817708333334,22.395833333333332,-24.26774315789474,31.71029315789474,21.526315789473685,-24.24808377777778,31.68776311111111,24.355555555555554
201,338,2008,7,16,-24.270033043478264,31.738396304347827,22.695652173913043,-24.269058125,31.733358125,22.5625,-24.240081276595745,31.66401,24.23404255319149
202,339,2008,7,17,-24.228609361702127,31.71359404255319,22.361702127659573,-24.223158620689652,31.714242413793105,22.413793103448278,-24.231807234042552,31.677761063829784,22.51063829787234
203,340,2008,7,18,-24.21079875,31.713861875000003,22.333333333333332,-24.214007291666665,31.710845208333335,22.625,-24.245890975609758,31.65688024390244,23.878048780487806
204,341,2008,7,19,-24.212909999999997,31.710055208333333,23.5625,-24.214994545454545,31.710083939393936,25.0,-24.270765652173914,31.648244782608696,24.652173913043477
205,342,2008,7,20,-24.24384586956522,31.714445434782608,24.73913043478261,-24.20928257142857,31.72341542857143,21.771428571428572,-24.27147744680851,31.64198765957447,24.425531914893618
206,343,2008,7,21,-24.27740479166667,31.76580208333333,24.8125,-24.25646692307692,31.770208461538463,24.153846153846153,-24.261649090909092,31.661860227272726,25.136363636363637
207,344,2008,7,22,-24.263034583333333,31.780739375,24.708333333333332,-24.291645714285714,31.76925,24.071428571428573,-24.28445595744681,31.697625744680852,24.51063829787234
208,345,2008,7,23,-24.306184583333334,31.782819166666666,25.1875,-24.316832352941177,31.77409823529412,25.705882352941178,-24.283250217391306,31.705425434782608,25.369565217391305
209,346,2008,7,24,-24.36840782608696,31.777675,24.956521739130434,-24.366933617021274,31.779498936170214,24.97872340425532,-24.279353125,31.664156666666667,25.916666666666668
210,347,2008,7,25,-24.390750625,31.762429791666666,26.479166666666668,-24.38878790697674,31.736372558139532,26.232558139534884,-24.287219545454548,31.65406181818182,26.84090909090909
211,348,2008,7,26,-24.402713333333335,31.72666875,24.5625,-24.407573333333335,31.727152666666665,21.533333333333335,-24.356353181818182,31.689980454545456,24.59090909090909
212,349,2008,7,27,-24.403067872340426,31.715004680851063,24.72340425531915,-24.407594166666666,31.723085,20.666666666666668,-24.377712978723405,31.720486382978724,25.27659574468085
213,350,2008,7,28,-24.405150833333334,31.720046041666667,25.083333333333332,-24.405353333333334,31.724794,24.033333333333335,-24.385116818181817,31.712499545454545,25.454545454545453
214,351,2008,7,29,-24.405875333333334,31.736765555555557,25.022222222222222,-24.407188125,31.73846958333333,24.583333333333332,-24.396815319148935,31.679200638297875,24.95744680851064
215,352,2008,7,30,-24.380098333333333,31.724093333333332,25.333333333333332,-24.384955208333334,31.725030833333335,25.4375,-24.391115454545456,31.669774772727273,25.65909090909091
216,353,2008,7,31,-24.36262333333333,31.782558541666663,26.104166666666668,-24.373584583333336,31.772613333333336,25.5,-24.35127818181818,31.65347181818182,25.25
217,354,2008,8,1,-24.38961541666667,31.811565,26.416666666666668,-24.385585625,31.801076666666663,26.333333333333332,-24.357957083333332,31.69868083333333,26.416666666666668
218,355,2008,8,2,-24.400887659574465,31.835288085106384,26.851063829787233,-24.393846458333332,31.8251175,25.916666666666668,-24.335097446808508,31.73402978723404,26.404255319148938
219,356,2008,8,3,-24.4011775,31.86230833333333,25.041666666666668,-24.419232380952383,31.86963619047619,24.142857142857142,-24.30223863636364,31.758655681818183,25.204545454545453
220,357,2008,8,4,-24.405053541666664,31.89464875,24.645833333333332,-24.406539374999998,31.827588125000002,23.666666666666668,-24.287403333333334,31.759663333333336,25.5
221,358,2008,8,5,-24.446733958333336,31.951506041666665,25.395833333333332,-24.398318936170213,31.78397191489362,24.127659574468087,-24.26291688888889,31.697842222222224,25.2
222,359,2008,8,6,-24.500943958333334,31.983781458333336,23.916666666666668,-24.383682978723407,31.776535531914895,24.680851063829788,-24.21470170212766,31.70940425531915,23.617021276595743
223,360,2008,8,7,-24.487019166666666,31.978566875,25.8125,-24.35395791666667,31.78421416666667,24.395833333333332,-24.196880625000002,31.690535208333333,24.9375
224,361,2008,8,8,-24.503254166666665,31.983606249999998,25.229166666666668,-24.29861125,31.77947375,26.6875,-24.192136222222224,31.689673333333335,24.733333333333334
225,362,2008,8,9,-24.501669375000002,31.96879416666667,26.4375,-24.29212642857143,31.771942142857142,24.285714285714285,-24.178685238095238,31.717526666666664,26.0
226,363,2008,8,10,-24.505437916666665,31.96158145833333,24.5625,-24.303655,31.76505,24.5,-24.194835128205128,31.69985358974359,24.153846153846153
227,364,2008,8,11,-24.479939791666666,31.96827125,24.895833333333332,-24.29734705882353,31.757748235294116,22.823529411764707,-24.189129318181816,31.720936363636362,23.681818181818183
228,365,2008,8,12,-24.500658958333332,31.94333604166667,24.979166666666668,-24.27349076923077,31.745702307692305,21.76923076923077,-24.17550409090909,31.72696931818182,24.977272727272727
229,366,2008,8,13,-24.486785416666667,31.91630895833333,23.708333333333332,-24.207516666666667,31.717238148148144,24.48148148148148,-24.16495682926829,31.712691707317074,23.951219512195124
230,367,2008,8,14,-24.482131041666666,31.950933958333334,25.5,-24.209670975609754,31.693306097560974,25.195121951219512,-24.16406,31.723336666666665,26.428571428571427
231,368,2008,8,15,-24.48229520833333,31.920824166666666,25.75,-24.2340965,31.671888000000003,26.1,-24.16239217391304,31.72482695652174,26.217391304347824
232,369,2008,8,16,-24.481665208333336,31.906831666666665,26.854166666666668,-24.247395555555556,31.709127777777777,27.4,-24.168757727272727,31.71425568181818,26.795454545454547
233,370,2008,8,17,-24.49046208333333,31.917375208333336,20.958333333333332,-24.295003404255322,31.761758297872344,20.872340425531913,-24.174756153846154,31.708043076923076,20.641025641025642
234,371,2008,8,18,-24.490183541666667,31.949199375000003,21.916666666666668,-24.307063636363637,31.76279227272727,22.181818181818183,-24.188572608695655,31.67369086956522,21.608695652173914
235,372,2008,8,19,-24.4891825,31.955933333333334,25.0,-24.372236875,31.761107499999998,24.5,-24.192026590909094,31.673055,25.204545454545453
236,373,2008,8,20,-24.49006125,31.956467500000002,26.5625,-24.39755319148936,31.781855531914893,26.340425531914892,-24.176189374999996,31.704108958333332,26.416666666666668
237,374,2008,8,21,-24.486717916666667,31.960654791666666,27.479166666666668,-24.410140444444444,31.80575222222222,26.333333333333332,-24.159124130434783,31.715531086956524,26.67391304347826
238,375,2008,8,22,-24.48213229166667,31.953384375,26.0625,-24.395501041666666,31.81527416666667,25.395833333333332,-24.162166136363634,31.727162727272727,27.84090909090909
239,376,2008,8,23,-24.484622291666668,31.956715,26.979166666666668,-24.35656075,31.807859,26.65,-24.176801739130433,31.73556086956522,26.891304347826086
240,377,2008,8,24,-24.483749375000002,31.955259375,26.333333333333332,-24.301354166666666,31.795981666666666,25.416666666666668,-24.17502136363636,31.73174068181818,27.136363636363637
241,378,2008,8,25,-24.48906375,31.936375833333333,26.895833333333332,-24.280225833333333,31.755695833333334,26.166666666666668,-24.169392333333334,31.718979333333333,23.033333333333335
242,379,2008,8,26,-24.458495208333332,31.9318225,28.104166666666668,-24.283990769230773,31.751474615384613,27.0,-24.227317173913043,31.767913043478263,26.130434782608695
243,380,2008,8,27,-24.44460583333333,31.929261041666667,27.1875,-24.304389705882354,31.765890294117646,27.323529411764707,-24.294742173913047,31.786297173913045,26.456521739130434
244,381,2008,8,28,-24.444891458333334,31.91926875,29.104166666666668,-24.289708695652177,31.761904565217392,27.304347826086957,-24.303123333333332,31.780431875,28.770833333333332
245,382,2008,8,29,-24.449391777777777,31.919410666666668,28.22222222222222,-24.299533793103446,31.79031551724138,28.413793103448278,-24.33554772727273,31.807517045454542,27.75
246,383,2008,8,30,-24.45301,31.935623684210526,22.157894736842106,-24.305258,31.8049896,25.08,-24.379519777777777,31.811781333333332,27.288888888888888
247,384,2008,8,31,-24.436582592592593,31.88331037037037,29.48148148148148,-24.318920833333333,31.803930833333336,27.5,-24.391036304347825,31.84418108695652,28.73913043478261
248,385,2008,9,1,-24.472332978723404,31.893232978723407,24.361702127659573,-24.362864864864868,31.792053783783786,25.27027027027027,-24.394961951219514,31.867668780487804,25.804878048780488
249,386,2008,9,2,-24.484884166666664,31.91055270833333,24.416666666666668,-24.388347083333333,31.78192,24.666666666666668,-24.43566288888889,31.880208444444445,25.822222222222223
250,387,2008,9,3,-24.481513958333334,31.918783333333334,25.083333333333332,-24.391678780487805,31.78747707317073,24.390243902439025,-24.475009111111113,31.875841555555553,25.866666666666667
251,388,2008,9,4,-24.47546829787234,31.94657191489362,27.21276595744681,-24.391065208333334,31.78309625,25.979166666666668,-24.494713414634145,31.871229756097563,27.634146341463413
252,389,2008,9,5,-24.453696041666664,31.939843541666665,27.895833333333332,-24.357202121212122,31.781868181818187,28.060606060606062,-24.49257,31.84974391304348,29.67391304347826
253,390,2008,9,6,-24.4515075,31.926248958333332,26.583333333333332,-24.32824576923077,31.788667307692307,26.076923076923077,-24.488146666666665,31.838774791666665,26.416666666666668
254,391,2008,9,7,-24.45186,31.933110208333332,26.75,-24.298791875,31.794138125,25.8125,-24.48675425531915,31.838848936170212,26.74468085106383
255,392,2008,9,8,-24.450602222222223,31.93327711111111,30.155555555555555,-24.291903684210528,31.77055789473684,29.36842105263158,-24.487776976744186,31.839157209302325,31.11627906976744
256,393,2008,9,9,-24.450367916666668,31.941686041666667,29.125,-24.27828363636364,31.73879181818182,30.045454545454547,-24.48378,31.83174568181818,30.113636363636363
257,394,2008,9,10,-24.445825624999998,31.941846666666667,29.645833333333332,-24.272694375,31.69859375,31.5,-24.476898444444448,31.823316222222225,31.044444444444444
258,395,2008,9,11,-24.45606104166667,31.96598125,23.75,-24.260269230769232,31.670463846153844,22.53846153846154,-24.474715531914892,31.814716382978723,22.851063829787233
259,396,2008,9,12,-24.468672916666666,31.9792475,22.979166666666668,-24.269856666666666,31.679794,20.266666666666666,-24.473078958333332,31.809694583333336,20.770833333333332
260,397,2008,9,13,-24.479002978723404,31.970112765957445,26.48936170212766,-24.280656875000002,31.707750625,24.25,-24.453520714285716,31.80110904761905,26.642857142857142
261,398,2008,9,14,-24.47753145833333,31.960216458333335,27.208333333333332,-24.280742666666665,31.737010666666666,24.933333333333334,-24.43597741935484,31.755925483870968,27.032258064516128
262,399,2008,9,15,-24.45519695652174,31.938046956521738,28.08695652173913,-24.269639444444447,31.696881666666666,24.77777777777778,-24.3867740625,31.7133434375,30.5625
263,400,2008,9,16,-24.474104791666665,31.916531666666668,28.145833333333332,-24.277473,31.736128333333333,28.5,-24.356313255813955,31.696132558139535,29.488372093023255
264,401,2008,9,17,-24.484833958333336,31.905646666666666,25.229166666666668,-24.295808684210527,31.76408789473684,26.05263157894737,-24.321632978723404,31.675028723404253,24.74468085106383
265,402,2008,9,18,-24.479018541666665,31.910882708333332,26.770833333333332,-24.313695925925927,31.768625555555555,26.185185185185187,-24.2673375,31.655112272727273,27.113636363636363
266,403,2008,9,19,-24.47876195652174,31.918891304347827,28.869565217391305,-24.35014977777778,31.773675333333333,28.177777777777777,-24.24836581395349,31.64236325581395,27.651162790697676
267,404,2008,9,20,-24.486994375,31.92824625,24.166666666666668,-24.383363043478262,31.781811304347826,24.391304347826086,-24.255331333333334,31.654381555555553,24.42222222222222
268,405,2008,9,21,-24.48638229166667,31.952141458333333,25.0,-24.405033555555555,31.78249466666667,25.511111111111113,-24.259499791666666,31.662402291666666,24.770833333333332
269,406,2008,9,22,-24.481696875,31.957636249999997,26.020833333333332,-24.421179782608696,31.78058586956522,25.304347826086957,-24.259609130434782,31.654337173913042,26.0
270,407,2008,9,23,-24.480413958333333,31.92864916666667,28.25,-24.395337555555553,31.779676666666667,27.57777777777778,-24.241703863636364,31.663250909090905,28.704545454545453
271,408,2008,9,24,-24.479833333333332,31.89427166666667,29.333333333333332,-24.371400833333336,31.796022291666663,29.020833333333332,-24.24250829787234,31.661738085106382,29.70212765957447
272,409,2008,9,25,-24.467867916666666,31.8916675,27.708333333333332,-24.392662083333335,31.818198749999997,27.583333333333332,-24.25838761904762,31.65363857142857,27.738095238095237
273,410,2008,9,26,-24.441543333333332,31.884367291666667,29.666666666666668,-24.39522583333333,31.834141666666667,29.645833333333332,-24.25801340425532,31.658922340425534,30.25531914893617
274,411,2008,9,27,-24.415367647058822,31.847971764705882,24.323529411764707,-24.38617875,31.8368678125,24.1875,-24.252172127659577,31.674939574468087,24.680851063829788
275,412,2008,9,28,-24.39334575,31.798613749999998,25.425,-24.4035765625,31.8622165625,24.3125,-24.247202608695652,31.66686152173913,24.608695652173914
276,413,2008,9,29,-24.38449565217391,31.80070847826087,28.0,-24.410888571428572,31.891282857142855,26.2,-24.25096,31.652615106382978,28.93617021276596
277,414,2008,9,30,-24.32818041666667,31.800494791666665,30.0,-24.404435853658537,31.897911219512196,29.658536585365855,-24.238475217391304,31.661331521739132,30.282608695652176
278,415,2008,10,1,-24.301143541666665,31.774588958333336,29.041666666666668,-24.42520214285714,31.888870714285712,28.464285714285715,-24.225781063829785,31.675316595744683,29.0
279,416,2008,10,2,-24.294286458333332,31.762835208333332,31.604166666666668,-24.475157142857142,31.890635714285715,31.5,-24.235965434782607,31.669607608695653,31.41304347826087
280,417,2008,10,3,-24.299891458333335,31.782936875,27.8125,-24.484095,31.896109000000003,26.9,-24.24767375,31.702514166666663,27.083333333333332
281,418,2008,10,4,-24.316783125,31.81935375,28.666666666666668,-24.485265000000002,31.900661500000002,28.25,-24.284141875,31.749157083333333,27.791666666666668
282,419,2008,10,5,-24.33186125,31.854504791666667,27.8125,-24.48146125,31.908613125,27.375,-24.286181904761904,31.71604,27.0
283,420,2008,10,6,-24.31920375,31.846834166666667,24.645833333333332,-24.480621764705884,31.918739999999996,25.11764705882353,-24.279076808510638,31.716474468085103,23.319148936170212
284,421,2008,10,7,-24.317122222222224,31.821759111111113,27.2,-24.479708235294115,31.911350588235297,27.058823529411764,-24.26268893617021,31.67034,27.638297872340427
285,422,2008,10,8,-24.30034375,31.798805625,28.791666666666668,-24.485701666666664,31.908314444444443,25.77777777777778,-24.246822978723404,31.659254255319148,29.27659574468085
286,423,2008,10,9,-24.26819958333333,31.786279166666663,28.229166666666668,-24.45518583333333,31.925036666666667,29.916666666666668,-24.238661875000002,31.658372916666664,28.5625
287,424,2008,10,10,-24.301570833333333,31.772166041666665,26.5,-24.462988888888887,31.951501111111114,29.27777777777778,-24.2242614893617,31.67456829787234,26.617021276595743
288,425,2008,10,11,-24.294856666666664,31.766019375,27.729166666666668,-24.48732,31.96634375,31.0625,-24.2424,31.659344255319148,27.595744680851062
289,426,2008,10,12,-24.28390416666667,31.7640375,28.666666666666668,-24.480016428571428,31.9282,28.928571428571427,-24.24892,31.656536595744683,28.659574468085108
290,427,2008,10,13,-24.276849791666667,31.769364791666664,29.5625,-24.475831666666664,31.899185833333334,30.541666666666668,-24.238224791666667,31.654753333333332,29.895833333333332
291,428,2008,10,14,-24.275303750000003,31.798520208333333,30.0625,-24.484945,31.884065625,29.1875,-24.236981956521742,31.65197739130435,30.23913043478261
292,429,2008,10,15,-24.312850208333334,31.810256874999997,27.0,-24.488375,31.863761666666665,27.583333333333332,-24.25526622222222,31.65751333333333,27.11111111111111
293,430,2008,10,16,-24.309080833333336,31.804776458333333,29.041666666666668,-24.434456785714286,31.825989285714286,29.714285714285715,-24.238926382978725,31.681136808510637,29.0
294,431,2008,10,17,-24.287772083333333,31.762190625,29.729166666666668,-24.407970222222225,31.79793888888889,29.488888888888887,-24.24045531914894,31.658347021276594,29.914893617021278
295,432,2008,10,18,-24.287425,31.702299791666665,27.4375,-24.401923333333333,31.77717888888889,27.2,-24.24052652173913,31.69024565217391,27.108695652173914
296,433,2008,10,19,-24.257479375,31.662483124999998,30.791666666666668,-24.399246666666667,31.769468958333334,29.854166666666668,-24.267086808510637,31.71559191489362,30.106382978723403
297,434,2008,10,20,-24.21309583333333,31.668656875,31.666666666666668,-24.400426222222222,31.767333777777775,30.488888888888887,-24.271883255813954,31.724682093023254,31.558139534883722
298,435,2008,10,21,-24.194007499999998,31.689001666666666,30.958333333333332,-24.389290425531915,31.762928085106385,29.70212765957447,-24.209743478260872,31.71141913043478,30.152173913043477
299,436,2008,10,22,-24.196206875,31.677066041666667,30.916666666666668,-24.38060275,31.766768000000003,30.425,-24.178601914893616,31.711746382978724,32.319148936170215
300,437,2008,10,23,-24.20048770833333,31.674004583333332,24.291666666666668,-24.39424875,31.7784125,24.770833333333332,-24.180503181818185,31.694525454545452,23.931818181818183
301,438,2008,10,24,-24.214690208333334,31.65948416666667,29.5,-24.39275652173913,31.74539347826087,29.565217391304348,-24.172075909090907,31.716273863636363,30.295454545454547
302,439,2008,10,25,-24.22136391304348,31.680120217391302,22.630434782608695,-24.3865305,31.76173225,22.725,-24.18384,31.742423617021277,22.914893617021278
303,440,2008,10,26,-24.25547891304348,31.67607934782609,26.565217391304348,-24.38043886363636,31.777386363636364,26.181818181818183,-24.191946041666668,31.715588333333333,26.5
304,441,2008,10,27,-24.24114304347826,31.66485260869565,30.82608695652174,-24.387781063829785,31.76388319148936,29.829787234042552,-24.190005106382976,31.693332765957447,31.0
305,442,2008,10,28,-24.235893404255318,31.664222765957447,30.53191489361702,-24.36162744680851,31.763208510638297,30.851063829787233,-24.214582702702703,31.685243513513512,28.513513513513512
306,443,2008,10,29,-24.2658025,31.6993715,29.875,-24.33466193548387,31.769712580645162,27.322580645161292,-24.244657272727274,31.664844545454546,30.15909090909091
